Metrica,Valor
Encontros Alocados,974
Encontros Total,1000
Taxa Alocacao (%),97.4
Demanda Alocada,39264
Demanda Total,40861
Taxa Demanda (%),96.0916
Desperdicio Medio,11.963

Preferencias por Categoria
Categoria,Total,Satisfeitas,Taxa (%)

Ocupacao por Sala
ClassroomId,Encontros,Demanda,Capacidade,TaxaUtilizacao(%)
1,76,4907,70,7010
2,13,752,60,1253.33
3,83,2656,44,6036.36
4,45,1991,55,3620
5,79,2601,44,5911.36
6,45,1710,53,3226.42
7,73,4814,70,6877.14
8,5,288,60,480
9,44,1296,50,2592
10,40,1199,50,2398
11,83,2430,40,6075
12,44,1193,50,2386
13,42,1167,50,2334
14,46,1679,53,3167.92
15,81,2433,40,6082.5
16,43,1263,50,2526
17,5,287,60,478.333
18,5,253,60,421.667
19,1,57,60,95
20,11,600,60,1000
21,4,233,60,388.333
22,4,188,60,313.333
23,4,235,60,391.667
24,6,349,60,581.667
25,25,990,54,1833.33
26,2,114,60,190
27,6,351,60,585
28,8,462,60,770
29,9,466,60,776.667
30,7,404,60,673.333
31,4,231,60,385
32,6,265,60,441.667
33,4,232,60,386.667
34,12,652,60,1086.67
35,4,230,60,383.333
36,5,286,60,476.667

Ocupacao por Dia
DiaSemanaSemana,Encontros,Demanda
2,153,6102
3,175,7035
4,162,6602
5,168,6732
6,152,6102

Distribuicao Desperdicio
Desperdicio
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
2
2
2
2
3
3
3
3
3
3
3
3
4
4
4
4
4
4
4
4
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
0
0
0
0
0
0
0
